"country_code","country_name","itc_product_code","epi_potential_usd","baseline_exports_usd","untapped_potential_usd","realized_potential_ratio","official_gap_ratio","supply_xik","demand_mjk","bilateral_trade_xij","supply_visual_metric_lineLength","demand_visual_metric_bubbleSize","ease_visual_metric_lineWidth","tariff_ratio","official_rank","estimate_year","source_id","calculation"
"036","Australia","850980","209248488.47","146088800","63159688.47","0.698159404","0.301840596","6250842700","173895066.67","71125469800","687.92230163","237627066.36","1.5410955649","0","14","2030 (shown by current EPM interface; verify on citation date)","EPM-036","untapped_potential_usd=max(epi_potential_usd-baseline_exports_usd,0)"
