"year","china_reported_exports_usd_thousand","china_reported_quantity","china_quantity_unit","china_export_unit_value_usd_per_kg","destination_share_of_china_world_exports_pct","importer_reported_world_imports_usd_thousand","importer_reported_world_quantity","importer_quantity_unit","importer_reported_imports_from_china_usd_thousand","importer_reported_quantity_from_china","china_share_of_destination_imports_pct","china_supplier_rank","mirror_gap_importer_minus_china_reported_usd_thousand","source_ids"
"2020","31","5","Tons","6.2","0.0006","125","6.082","Tons","99","4.082","79.2","1","68","TM-418-china_exports_bilateral-VAL;TM-418-china_exports_bilateral-QTY;TM-418-target_import_imports_by_supplier-VAL;TM-418-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2021","31","4","Tons","7.75","0.0004","72","21.052","Tons","53","16.052","73.6111","1","22","TM-418-china_exports_bilateral-VAL;TM-418-china_exports_bilateral-QTY;TM-418-target_import_imports_by_supplier-VAL;TM-418-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2022","73","7","Tons","10.4286","0.0012","158","72","Tons","133","65","84.1772","1","60","TM-418-china_exports_bilateral-VAL;TM-418-china_exports_bilateral-QTY;TM-418-target_import_imports_by_supplier-VAL;TM-418-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2023","497","34","Tons","14.6176","0.0075","262","115.052","Tons","192","84.313","73.2824","1","-305","TM-418-china_exports_bilateral-VAL;TM-418-china_exports_bilateral-QTY;TM-418-target_import_imports_by_supplier-VAL;TM-418-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2024","67","10","Tons","6.7","0.0008",,,,,,,"",,"TM-418-china_exports_bilateral-VAL;TM-418-china_exports_bilateral-QTY;TM-418-target_import_imports_by_supplier-VAL;TM-418-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2025","114","22","Tons","5.1818","0.0015",,,,,,,"",,"TM-418-china_exports_bilateral-VAL;TM-418-china_exports_bilateral-QTY;TM-418-target_import_imports_by_supplier-VAL;TM-418-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
