"country_code","country_name","itc_product_code","epi_potential_usd","baseline_exports_usd","untapped_potential_usd","realized_potential_ratio","official_gap_ratio","supply_xik","demand_mjk","bilateral_trade_xij","supply_visual_metric_lineLength","demand_visual_metric_bubbleSize","ease_visual_metric_lineWidth","tariff_ratio","official_rank","estimate_year","source_id","calculation"
"410","Korea, Republic of","850980","459297134.69","299156300","160140834.69","0.6513350017","0.3486649983","6250842700","336798733.33","143920869867","687.92230163","397318063.98","2.7470291737","0","5","2030 (shown by current EPM interface; verify on citation date)","EPM-410","untapped_potential_usd=max(epi_potential_usd-baseline_exports_usd,0)"
