"year","china_reported_exports_usd_thousand","china_reported_quantity","china_quantity_unit","china_export_unit_value_usd_per_kg","destination_share_of_china_world_exports_pct","importer_reported_world_imports_usd_thousand","importer_reported_world_quantity","importer_quantity_unit","importer_reported_imports_from_china_usd_thousand","importer_reported_quantity_from_china","china_share_of_destination_imports_pct","china_supplier_rank","mirror_gap_importer_minus_china_reported_usd_thousand","source_ids"
"2020","113341","7089","Tons","15.9883","2.0441","151058","7708820","Units","129791","7291884","85.9213","1","16450","TM-036-china_exports_bilateral-VAL;TM-036-china_exports_bilateral-QTY;TM-036-target_import_imports_by_supplier-VAL;TM-036-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2021","116766","6290","Tons","18.5638","1.6429","170890","6724762","Units","138279","6314660","80.917","1","21513","TM-036-china_exports_bilateral-VAL;TM-036-china_exports_bilateral-QTY;TM-036-target_import_imports_by_supplier-VAL;TM-036-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2022","160238","7939","Tons","20.1837","2.526","173013","7923675","Units","135422","7414593","78.2727","1","-24816","TM-036-china_exports_bilateral-VAL;TM-036-china_exports_bilateral-QTY;TM-036-target_import_imports_by_supplier-VAL;TM-036-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2023","139893","6961","Tons","20.0967","2.1186","131329","6256034","Units","107065","5905623","81.5243","1","-32828","TM-036-china_exports_bilateral-VAL;TM-036-china_exports_bilateral-QTY;TM-036-target_import_imports_by_supplier-VAL;TM-036-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2024","194159","11717","Tons","16.5707","2.3785","199401","9182208","Units","156767","8674080","78.619","1","-37392","TM-036-china_exports_bilateral-VAL;TM-036-china_exports_bilateral-QTY;TM-036-target_import_imports_by_supplier-VAL;TM-036-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
"2025","183021","11520","Tons","15.8872","2.445","203135","10473158","Units","172907","9823967","85.1193","1","-10114","TM-036-china_exports_bilateral-VAL;TM-036-china_exports_bilateral-QTY;TM-036-target_import_imports_by_supplier-VAL;TM-036-target_import_imports_by_supplier-QTY;TM-000-china_exports_world_by_destination-VAL"
