"ntl_code","ntl_description","tariff_regime","applied_tariff","ad_valorem_equivalent","other_duties","tariff_year","hs_revision","agreement_id","fta_id","reference_data","max_mfn_duties_applied","raw_source_file"
"85098010","Electromechanical domestic appliances, with self-contained electric motor (excl. vacuum cleaners, dry and wet vacuum cleaners, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances) : Floor polishers","MFN duties (Applied)","0%","0%",,"2026","HS Rev.2022","14","1270","Source : ITC (2026)","0%","australia\market-access-map\custom_duties_85098010.json"
"85098090","Electromechanical domestic appliances, with self-contained electric motor (excl. vacuum cleaners, dry and wet vacuum cleaners, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances) : Other","MFN duties (Applied)","0%","0%",,"2026","HS Rev.2022","14","1270","Source : ITC (2026)","0%","australia\market-access-map\custom_duties_85098090.json"
