"country_code","country_name","itc_product_code","epi_potential_usd","baseline_exports_usd","untapped_potential_usd","realized_potential_ratio","official_gap_ratio","supply_xik","demand_mjk","bilateral_trade_xij","supply_visual_metric_lineLength","demand_visual_metric_bubbleSize","ease_visual_metric_lineWidth","tariff_ratio","official_rank","estimate_year","source_id","calculation"
"116","Cambodia","850980","3205415.1217","1421666.6667","1783748.455","0.443520297","0.5564797029999999","6250842700","1872366.6667","13429285667","687.92230163","2828459.7742","2.2070617943","0","80","2030 (shown by current EPM interface; verify on citation date)","EPM-116","untapped_potential_usd=max(epi_potential_usd-baseline_exports_usd,0)"
