"country_code","country_name","itc_product_code","epi_potential_usd","baseline_exports_usd","untapped_potential_usd","realized_potential_ratio","official_gap_ratio","supply_xik","demand_mjk","bilateral_trade_xij","supply_visual_metric_lineLength","demand_visual_metric_bubbleSize","ease_visual_metric_lineWidth","tariff_ratio","official_rank","estimate_year","source_id","calculation"
"418","Lao People's Democratic Republic","850980","644141.46613","175666.66667","468474.79945999995","0.2727144205","0.7272855795","6250842700","390333.33333","2903824200","687.92230163","611386.29797","2.9595978304","0","126","2030 (shown by current EPM interface; verify on citation date)","EPM-418","untapped_potential_usd=max(epi_potential_usd-baseline_exports_usd,0)"
