"country_code","country_name","itc_product_code","epi_potential_usd","baseline_exports_usd","untapped_potential_usd","realized_potential_ratio","official_gap_ratio","supply_xik","demand_mjk","bilateral_trade_xij","supply_visual_metric_lineLength","demand_visual_metric_bubbleSize","ease_visual_metric_lineWidth","tariff_ratio","official_rank","estimate_year","source_id","calculation"
"554","New Zealand","850980","34623864.675","15707733.333","18916131.341999996","0.4536678236","0.5463321764","6250842700","30184466.667","9399980566.7","687.92230163","37809620.049","1.36212344","0","38","2030 (shown by current EPM interface; verify on citation date)","EPM-554","untapped_potential_usd=max(epi_potential_usd-baseline_exports_usd,0)"
