"country_code","country_name","itc_product_code","epi_potential_usd","baseline_exports_usd","untapped_potential_usd","realized_potential_ratio","official_gap_ratio","supply_xik","demand_mjk","bilateral_trade_xij","supply_visual_metric_lineLength","demand_visual_metric_bubbleSize","ease_visual_metric_lineWidth","tariff_ratio","official_rank","estimate_year","source_id","calculation"
"608","Philippines","850980","26755649.923","18231466.667","8524183.256000001","0.6814062345","0.31859376549999996","6250842700","20110866.667","42721088867","687.92230163","28722375.852","1.9514435852","0","42","2030 (shown by current EPM interface; verify on citation date)","EPM-608","untapped_potential_usd=max(epi_potential_usd-baseline_exports_usd,0)"
