hs2022_subheading,product,psr,pdf_page_1_based,source_file,context_exact_text_extraction,note
8509.80,Other appliances under heading 85.09,CTSH or RVC40,118,02-origin\RCEP_PSR_HS2022_current.pdf,8509.40 - Food grinders and mixers; fruit or | vegetable juice extractors CTSH or RVC40 | 8509.80 - Other appliances CTSH or RVC40 | 8509.90 - Parts CTH or RVC40 | 85.10,"CTSH = change in tariff subheading; RVC40 = regional value content of at least 40%, subject to Chapter 3 definitions and calculation rules."
