country,schedule_file,pdf_page_1_based,matched_text,context_exact_text_extraction,source_kind,interpretation_warning
laos,03-tariff-schedules\laos\35_schedule_LA.pdf,307,8509.80.10 - - Floor polishers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0%,8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts:,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
laos,03-tariff-schedules\laos\35_schedule_LA.pdf,307,8509.80.20 - - Kitchen waste disposers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0%,8509.80.10 - - Floor polishers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
laos,03-tariff-schedules\laos\35_schedule_LA.pdf,307,8509.80.90 - - Other 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0%,8509.80.20 - - Kitchen waste disposers 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.90.90 - - Other 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
laos,03-tariff-schedules\laos\35_schedule_LA.pdf,307,8509.90.10 - - Of goods of subheading 8509.80.10 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0%,"8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 8509.90.90 - - Other 10% 9% 8% 8% 8% 6% 6% 6% 4% 4% 4% 2% 2% 2% 2% 0% 0% 0% 0% 0% 0% | 85.10 Shavers, hair clippers and hair-removing appliances, with | self-contained electric motor.",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
malaysia,03-tariff-schedules\malaysia\37_schedule_MY.pdf,208,8509.80 - Other appliances:,20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% | 8509.80 - Other appliances: | 8509.80 100 -- Floor polishers 20.0% 20.0% 20.0% 20.0% 20.0% 18.2% 16.4% 14.5% 12.7% 10.9% 9.1% 7.3% 5.5% 3.6% 1.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80 900 -- Other 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% | 8509.90 000 - Parts Nil 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
malaysia,03-tariff-schedules\malaysia\37_schedule_MY.pdf,208,8509.80 100 -- Floor polishers 20.0% 20.0% 20.0% 20.0% 20.0% 18.2% 16.4% 14.5% 12.7% 10.9% 9.1% 7.3% 5.5% 3.6% 1.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,"8509.80 - Other appliances: | 8509.80 100 -- Floor polishers 20.0% 20.0% 20.0% 20.0% 20.0% 18.2% 16.4% 14.5% 12.7% 10.9% 9.1% 7.3% 5.5% 3.6% 1.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80 900 -- Other 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% | 8509.90 000 - Parts Nil 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 85.10 Shavers, hair clippers and hair-removing",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
malaysia,03-tariff-schedules\malaysia\37_schedule_MY.pdf,208,8509.80 900 -- Other 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0%,"8509.80 100 -- Floor polishers 20.0% 20.0% 20.0% 20.0% 20.0% 18.2% 16.4% 14.5% 12.7% 10.9% 9.1% 7.3% 5.5% 3.6% 1.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80 900 -- Other 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% 20.0% | 8509.90 000 - Parts Nil 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 85.10 Shavers, hair clippers and hair-removing | appliances, with self-contained electric motor.",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
myanmar,03-tariff-schedules\myanmar\40_schedule_MM.pdf,366,8509.80 - Other appliances:,extractors 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% | 8509.80 - Other appliances: | 8509.80.10.00 - - Floor polishers 1.0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20.00 - - Kitchen waste disposers 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.80.90.00 - - Other 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
myanmar,03-tariff-schedules\myanmar\40_schedule_MM.pdf,366,8509.80.10.00 - - Floor polishers 1.0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80 - Other appliances: | 8509.80.10.00 - - Floor polishers 1.0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20.00 - - Kitchen waste disposers 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.80.90.00 - - Other 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts:,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
myanmar,03-tariff-schedules\myanmar\40_schedule_MM.pdf,366,8509.80.20.00 - - Kitchen waste disposers 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0%,8509.80.10.00 - - Floor polishers 1.0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20.00 - - Kitchen waste disposers 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.80.90.00 - - Other 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10.00 - - Of goods of subheading 8509.80.10 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 0% 0% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
myanmar,03-tariff-schedules\myanmar\40_schedule_MM.pdf,366,8509.80.90.00 - - Other 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0%,8509.80.20.00 - - Kitchen waste disposers 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.80.90.00 - - Other 7.5% 6.6% 6.6% 5.7% 5.7% 4.8% 4.8% 3.9% 3.9% 3.0% 3.0% 2.1% 2.1% 1.2% 1.2% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10.00 - - Of goods of subheading 8509.80.10 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90.90.00 - - Other 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
myanmar,03-tariff-schedules\myanmar\40_schedule_MM.pdf,366,8509.90.10.00 - - Of goods of subheading 8509.80.10 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.90 - Parts: | 8509.90.10.00 - - Of goods of subheading 8509.80.10 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 1.0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90.90.00 - - Other 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5% 7.5%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
new-zealand,03-tariff-schedules\new-zealand\21_schedule_NZ.pdf,190,8509.80 - Other appliances:,8509.40.19 -- Food mixers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80 - Other appliances: | 8509.80.01 -- Food slicers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.09 -- Ancillary devices for food grinders and mixers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.19 -- Kitchen waste disposers 5.0 % 4.5 % 4.0 % 3.5 % 3.0 % 2.5 % 2.0 % 1.5 % 1.0 % 0.5 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 %,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
new-zealand,03-tariff-schedules\new-zealand\21_schedule_NZ.pdf,190,8509.80.01 -- Food slicers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 %,8509.80 - Other appliances: | 8509.80.01 -- Food slicers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.09 -- Ancillary devices for food grinders and mixers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.19 -- Kitchen waste disposers 5.0 % 4.5 % 4.0 % 3.5 % 3.0 % 2.5 % 2.0 % 1.5 % 1.0 % 0.5 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.29 -- Other 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 %,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
new-zealand,03-tariff-schedules\new-zealand\21_schedule_NZ.pdf,190,8509.80.09 -- Ancillary devices for food grinders and mixers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 %,8509.80.01 -- Food slicers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.09 -- Ancillary devices for food grinders and mixers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.19 -- Kitchen waste disposers 5.0 % 4.5 % 4.0 % 3.5 % 3.0 % 2.5 % 2.0 % 1.5 % 1.0 % 0.5 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.29 -- Other 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.90.00 - Parts Parts,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
new-zealand,03-tariff-schedules\new-zealand\21_schedule_NZ.pdf,190,8509.80.19 -- Kitchen waste disposers 5.0 % 4.5 % 4.0 % 3.5 % 3.0 % 2.5 % 2.0 % 1.5 % 1.0 % 0.5 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 %,8509.80.09 -- Ancillary devices for food grinders and mixers 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.19 -- Kitchen waste disposers 5.0 % 4.5 % 4.0 % 3.5 % 3.0 % 2.5 % 2.0 % 1.5 % 1.0 % 0.5 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.29 -- Other 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.90.00 - Parts Parts | 8510,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
new-zealand,03-tariff-schedules\new-zealand\21_schedule_NZ.pdf,190,8509.80.29 -- Other 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 %,"8509.80.19 -- Kitchen waste disposers 5.0 % 4.5 % 4.0 % 3.5 % 3.0 % 2.5 % 2.0 % 1.5 % 1.0 % 0.5 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.80.29 -- Other 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % 0.0 % | 8509.90.00 - Parts Parts | 8510 | Shavers, hair clippers and hair removing appliances, with self-",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
philippines,03-tariff-schedules\philippines\42_schedule_PH_common.pdf,306,8509.80 - Other appliances:,extractors 1% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 7% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
philippines,03-tariff-schedules\philippines\42_schedule_PH_common.pdf,306,8509.80.10 - - Floor polishers 7% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80 - Other appliances: | 8509.80.10 - - Floor polishers 7% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts:,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
philippines,03-tariff-schedules\philippines\42_schedule_PH_common.pdf,306,8509.80.20 - - Kitchen waste disposers 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80.10 - - Floor polishers 7% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.20 - - Kitchen waste disposers 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
philippines,03-tariff-schedules\philippines\42_schedule_PH_common.pdf,306,8509.80.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,8509.80.20 - - Kitchen waste disposers 3% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.80.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
philippines,03-tariff-schedules\philippines\42_schedule_PH_common.pdf,306,8509.90.10 - - Of goods of subheading 8509.80.10 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0%,"8509.90 - Parts: | 8509.90.10 - - Of goods of subheading 8509.80.10 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8509.90.90 - - Other 5% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% 0% | 8510 Shavers, hair clippers and hair-removing appliances, | with self-contained electric motor.",official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
philippines,03-tariff-schedules\philippines\44_schedule_PH_for_CN.pdf,,NO MACHINE-READABLE HS850980 HIT,Review the PDF manually and check the importing party tariff nomenclature.,official RCEP Annex I tariff schedule,No result is not evidence that the tariff line is absent.
singapore,03-tariff-schedules\singapore\48_schedule_SG.pdf,,NO MACHINE-READABLE HS850980 HIT,Review the PDF manually and check the importing party tariff nomenclature.,official RCEP Annex I tariff schedule,No result is not evidence that the tariff line is absent.
south-korea,03-tariff-schedules\south-korea\16_schedule_KR_for_CN.pdf,302,8509.80 Other appliances,vegetable juice extractors 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80 Other appliances | 8509.80.10.00 Coffee grinders 8.0% 7.2% 6.4% 5.6% 4.8% 4.0% 3.2% 2.4% 1.6% 0.8% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.20.00 Ice grinders 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% | 8509.80.30.00 Floor polishers 8.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0% 0.0%,official RCEP Annex I tariff schedule,"Columns must be read with the importing party headnotes; schedule rates are commitments, not necessarily the current applied customs rate."
